quote_datetime,expiration,strike,underlying_bid,bid,ask,ticker
2026-04-16 14:58:25,2026-05-29,50000.0,74846.72,24998.804480000003,25298.19136,BTC
2026-04-16 14:58:25,2026-06-26,200000.0,74846.72,7.484672000000001,22.454016,BTC
2026-04-16 14:58:25,2027-03-26,102000.0,74846.72,5912.89088,6100.007680000001,BTC
2026-04-16 14:58:25,2026-05-29,56000.0,74846.72,19198.183680000002,19497.57056,BTC
2026-04-16 14:58:25,2026-09-25,80000.0,74846.72,6923.3216,6998.16832,BTC
2026-04-16 14:58:25,2026-04-18,73500.0,74846.72,1609.2044799999999,1908.59136,BTC
2026-04-16 14:58:25,2026-05-29,70000.0,74846.72,7260.13184,7409.82528,BTC
2026-04-16 14:58:25,2026-05-29,100000.0,74846.72,104.785408,134.724096,BTC
2026-04-16 14:58:25,2027-03-26,58000.0,74846.72,23838.68032,24212.913920000003,BTC
2026-04-16 14:58:25,2027-03-26,94000.0,74846.72,7709.21216,7933.75232,BTC
2026-04-16 14:58:25,2027-03-26,72000.0,74846.72,15755.234559999999,16129.46816,BTC
2026-04-16 14:58:25,2026-06-26,140000.0,74846.72,14.969344000000001,29.938688000000003,BTC
2026-04-16 14:58:25,2026-12-25,55000.0,74846.72,24175.490560000002,24587.147520000002,BTC
2026-04-16 14:58:25,2026-05-08,71000.0,74846.72,4977.30688,8307.985920000001,BTC
2026-04-16 14:58:25,2026-04-24,61000.0,74846.72,12200.015360000001,15081.614080000001,BTC
2026-04-16 14:58:25,2026-12-25,240000.0,74846.72,52.392704,97.300736,BTC
2026-04-16 14:58:25,2026-04-20,82000.0,74846.72,22.454016,37.42336,BTC
2026-04-16 14:58:25,2026-05-08,80000.0,74846.72,1160.12416,1234.97088,BTC
2026-04-16 14:58:25,2026-12-25,75000.0,74846.72,12087.745280000001,12237.43872,BTC
2026-04-16 14:58:25,2026-06-26,30000.0,74846.72,44945.45536,45132.572159999996,BTC
2026-04-16 14:58:25,2026-04-19,79000.0,74846.72,59.877376000000005,74.84672,BTC
2026-04-16 14:58:25,2026-06-26,76000.0,74846.72,5164.423680000001,5239.2704,BTC
2026-04-16 14:58:25,2026-04-20,76000.0,74846.72,598.77376,673.6204799999999,BTC
2026-04-16 14:58:25,2026-04-20,72000.0,74846.72,1946.01472,5089.57696,BTC
2026-04-16 14:58:25,2026-04-20,68000.0,74846.72,4977.30688,9056.45312,BTC
2026-04-16 14:58:25,2026-05-01,74000.0,74846.72,2993.8688,3068.71552,BTC
